audio,transcripts
YSSY_SYDNEY_Tower_120_5MHz_20210503_080253.wav,"['Sydney tower evening Qantas Seventy Five Twenty Eight heavy', 'Qantas Seventy Five Twenty Eight heavy Sydney tower']"
LSZB_BERN_Approach_127_3MHz_20210418_083338.wav,"['Papa Foxtrot approaching Bern city request to make an orbid over the [NE German] Bundeshaus [/NE]', 'Papa Foxtrot that is approved', 'orbit approved Hotel Papa Foxtrot']"
LZIB_STEFANIK_Tower_118_3MHz_20210427_143155.wav,"['stefanik tower Oscar Mike Charlie India Alpha final runway one three Oscar Mike Charlie India Alpha', 'Oscar Mike Charlie India Alpha runway one three cleared to land wind one three zero degrees eight knots']"
YSSY_SYDNEY_Tower_120_5MHz_20210430_044251.wav,"['[#unnamed]Sydney[/#unnamed] [#unnamed]tower[/#unnamed] [#callsign]Rex[/#callsign] [#callsign]Sixty[/#callsign] [#callsign]One[/#callsign] [#callsign]Seventy[/#callsign] [#callsign]Five[/#callsign]', '[#callsign]Rex[/#callsign] [#callsign]Sixty[/#callsign] [#callsign]One[/#callsign] [#callsign]Seventy[/#callsign] [#callsign]Five[/#callsign] [#unnamed]Sydney[/#unnamed] [#unnamed]tower[/#unnamed] [#unnamed]good[/#unnamed] [#unnamed]afternoon[/#unnamed]']"
LSZB_BERN_Approach_127_3MHz_20210414_072005.wav,"['[hes] departure with Hotel Bravo Charlie Quebec Sierra out of five thousand four eight zero', 'Hotel Bravo Charlie Quebec Sierra when departure low defined climb to flight level nine zero']"
LKPR_RUZYNE_Tower_134_560MHz_20201026_160035.wav,['Silesia Seven Six Two continue Charlie Lima Quebec Quebec Five behind follow me stand mike one bravo']
LSZH_ZURICH_Tower_118_1MHz_20210414_055758.wav,['Singapore Three Four Six contact apron one two one decimal seven five five bye bye']
LSZB_BERN_Approach_127_3MHz_20210415_095230.wav,['November Mike Alpha vectoring for a short approach turn left heading two four zero']
LSZB_BERN_Approach_127_3MHz_20210416_072155.wav,"[""Riga Quebec Lima traffic single engine at your ten o'clock position four miles crossing from left to right at five thousand five hundred feet""]"
LSGS_SION_Ground_Control_121_7MHz_20210503_151916.wav,['[#callsign]Hotel[/#callsign] [#callsign]Golf[/#callsign] [#callsign]Kilo[/#callsign] you may [#command]leave[/#command] [#command]frequency[/#command] [#unnamed]bye[/#unnamed] [#unnamed]bye[/#unnamed]']
YSSY_SYDNEY_Tower_120_5MHz_20210504_213748.wav,"['[#callsign]Koreanair[/#callsign] [#callsign]One[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]four[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]five[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]one[/#value] [#value]six[/#value] [#value]right[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command]', '[#value]runway[/#value] [#value]one[/#value] [#value]six[/#value] [#value]right[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command] [#callsign]Koreanair[/#callsign] [#callsign]One[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#callsign]heavy[/#callsign]']"
LSGS_SION_Ground_Control_121_7MHz_20210503_151517.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Yankee[/#callsign] [#value]Saint-Martin[/#value] [#value]six[/#value] [#value]five[/#value] [#value]thousand[/#value] [#value]feet[/#value] [#command]for[/#command] [#command]landing[/#command] [#value]fato[/#value]', '[#callsign]Heli[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]Yankee[/#callsign] [#command]report[/#command] [#value]hotel[/#value] [#value]echo[/#value] [#value]golf[/#value] [#value]echo[/#value] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]one[/#value] [#value]seven[/#value]']"
LSZH_ZURICH_Tower_118_1MHz_20210414_135448.wav,['[#callsign]Hotel[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]X-ray\xa0[/#callsign] [#command]vacacated[/#command] [#value]at[/#value] [#value]zero[/#value] [#value]and[/#value] [#value]to[/#value] [#value]the[/#value] [#value]right[/#value] [#command]and[/#command] [#command]contact[/#command] [#unnamed]apron[/#unnamed] [#value]one[/#value] [#value]two[/#value] [#value]one[/#value] [#value]decimal[/#value] [#value]seven[/#value] [#value]five[/#value] [#value]five[/#value] [#unnamed]bye[/#unnamed] [#unnamed]bye[/#unnamed]']
LSZB_BERN_Tower_121_0MHz_20210425_112657.wav,"['Hotel Oscar Yankee any time direct Lyss approved traffic rescue helicopter passing Mühleberg inbound to Inselspital', 'proceeding direct to Lyss Hotel Oscar Yankee and looking out for helicopter near Inselspital']"
LSZB_BERN_Tower_121_0MHz_20210423_071332.wav,"['number one in sight Hotel Whiskey Echo', 'Hotel Whiskey Echo thank you follow behind']"
LSZB_BERN_Tower_121_0MHz_20210413_124002.wav,"['takeoff Golf Oscar upwind two thousand one hundred feet request left hand circuit runway zero six for another and last touch and go', 'Hotel Golf Oscar make left hand circuit is approved runway one four']"
LSZB_BERN_Tower_121_0MHz_20210413_103222.wav,['Hotel Golf November wind zero six zero degrees nine knots runway one four cleared to land']
LSZB_BERN_Tower_121_0MHz_20210413_145507.wav,['Hotel Echo Lima affirm remain on my frequency you are still within the TMA']
LKTB_BRNO_Approach-Radar_127_350MHz_20201026_111634.wav,['Oscar Kilo Echo Lima Alpha confirm proceeding to tango bravo four zero two']
YSSY_SYDNEY_Tower_120_5MHz_20210427_042838.wav,['[#value]runway[/#value] [#value]one[/#value] [#value]six[/#value] [#value]right[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command] [#callsign]pass[/#callsign] [#callsign]\xa0Seven[/#callsign] \xa0 [#callsign]\xa0Six[/#callsign] \xa0 [#callsign]\xa0Seven[/#callsign]']
LSGS_SION_Ground_Control_121_7MHz_20210504_155421.wav,"['[#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five[/#callsign] [#callsign]One[/#callsign] [#callsign]One[/#callsign] [#unnamed]good[/#unnamed] [#unnamed]afternoon[/#unnamed]', '[#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five[/#callsign] [#callsign]One[/#callsign] [#callsign]One[/#callsign] we are on the way to your airfield and\xa0 i would like to know what is the actual ground base you have in your area']"
LSGS_SION_Ground_Control_121_7MHz_20210502_065622.wav,['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#command]descending[/#command] [#value]two[/#value] [#value]five[/#value] [#value]for[/#value] [#value]full[/#value] [#value]stop[/#value]']
LSZB_BERN_Tower_121_0MHz_20210413_144903.wav,"['Bern Tower hello again Hotel Bravo Kilo Golf November [noise] zulu five thousand feet descending information charlie for landing by route zulu', 'Hotel Bravo Kilo Golf November Bern Tower QNH one zero two six and arrival route zulu to join final runway three two']"
LSGS_SION_Ground_Control_121_7MHz_20210505_115427.wav,"['[#callsign]Heli[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]Yankee\xa0[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]four[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]one[/#value] [#value]five[/#value] [#value]knots[/#value] [#value]five[/#value] [#value]two[/#value] [#value]two[/#value] [#value]five[/#value] [#command]landing[/#command] [#command]on[/#command] [#value]discretion[/#value]', '[#command]landing[/#command] [#command]on[/#command] [#value]discretion[/#value] [#value]five[/#value] [#value]two[/#value] [#value]two[/#value] [#value]five[/#value] [#callsign]\xa0Hotel[/#callsign] [#callsign]Yankee[/#callsign]']"
LSZB_BERN_Approach_127_3MHz_20210414_182516.wav,['Hotel Bravo Juliett wind zero four zero degrees six knots runway three two cleared to land']
LSZB_BERN_Tower_121_0MHz_20210424_083144.wav,['Hotel Hotel Oscar roger say again the number of the glider']
LSZH_ZURICH_ApronS_121_75MHz_20210414_111307.wav,['roger then taxi via all alpha and echo on taxiway echo hold short runway one zero']
LZIB_STEFANIK_Approach_120_9MHz_20210428_092625.wav,"['Time Air Three Niner Seven Foxtrot call me on tower frequency please', 'roger']"
LSZB_BERN_Tower_121_0MHz_20210414_073411.wav,['Hotel Quebec Mike I confirm cleared to land runway one four']
LSZH_ZURICH_Tower_118_1MHz_20210424_064001.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Uniform[/#callsign] [#callsign]Uniform\xa0[/#callsign] [#command]contact[/#command] [#unnamed]departure[/#unnamed] and [#unnamed][NE-German]schone_tag[/NE][/#unnamed]', '[#unnamed]departure\xa0[/#unnamed] [#callsign]Hotel[/#callsign] [#callsign]Uniform[/#callsign] [#callsign]Uniform[/#callsign] [#unnamed][NE-German]schone_tag[/NE][/#unnamed]']"
LSZH_ZURICH_Tower_118_1MHz_20210414_160105.wav,"['Hotel Yankee Hotel wind zero four zero degrees one one knots runway one zero cleared to land', 'runway one zero cleared to land Hotel Yankee Hotel']"
YSSY_SYDNEY_Tower_120_5MHz_20210503_201130.wav,['Sydney tower good morning American Seventy Three ILS three four left']
YSSY_SYDNEY_Tower_120_5MHz_20210504_090653.wav,['runway one six right cleared to land Qantas Seventy Seven Zero One']
LSGS_SION_Ground_Control_121_7MHz_20210502_062014.wav,['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray\xa0[/#callsign] [#unnamed]downwind[/#unnamed] [#value]two[/#value] [#value]five[/#value] [#command]for[/#command] [#command]touch[/#command] [#command]and[/#command] [#command]go[/#command]']
LSGS_SION_Ground_Control_121_7MHz_20210502_065831.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]six[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]one[/#value] [#value]zero[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command]', '[#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign]']"
LSZH_ZURICH_Tower_118_1MHz_20210414_144013.wav,['Tango Kilo Alpha wind zero four zero degrees one zero knots on the one zero cleared for takeoff']
LSGS_SION_Ground_Control_121_7MHz_20210503_081913.wav,['[#callsign]Charlie[/#callsign] [#callsign]Papa[/#callsign] [#command]to[/#command] [#command]confirm[/#command] [#command]you[/#command] [#command]proceed[/#command] [#command]to[/#command] [#value]Chermignon[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210503_084629.wav,['[#unnamed]roger[/#unnamed] [#callsign]Hotel[/#callsign] [#callsign]Foxtrot[/#callsign] [#callsign]Kilo\xa0[/#callsign] [#command]report[/#command] [#value]\xa0whiskey\xa0[/#value] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]two[/#value] [#value]three[/#value]']
LSGS_SION_Tower_118_3MHz_20210503_163156.wav,"['[#command]affirm[/#command] [#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five[/#callsign] [#callsign]Papa[/#callsign] [#callsign]One[/#callsign]', '[#unnamed]roger[/#unnamed]']"
LZIB_STEFANIK_Tower_118_3MHz_20210505_173822.wav,"['cleared to land runway three one and please say again the wind', 'two eight zero degrees one one knots maximum one eight minimum six knots']"
LKTB_BRNO_Approach-Radar_127_350MHz_20201028_132938.wav,"['Oscar Tango Charlie roger', 'Oscar Kilo Kilo Kilo Whiskey [hes] information mike QNH one zero one six Tumka Four Charlie arrival']"
LSGS_SION_Ground_Control_121_7MHz_20210503_162417.wav,"['[#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five[/#callsign] [#callsign]One[/#callsign] [#callsign]One[/#callsign] [#value]established[/#value]', '[#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five One One Five[/#callsign] [#callsign]One[/#callsign] [#callsign]One[/#callsign] [#unnamed]thank[/#unnamed] [#unnamed]you[/#unnamed] [#command]report[/#command] [#value]one[/#value] [#value]zero[/#value] [#value]miles[/#value]', '[#command]reported[/#command] [#value]one[/#value] [#value]zero[/#value] [#value]miles[/#value] [#callsign]Nav[/#callsign] [#callsign]Checker[/#callsign] [#callsign]Five[/#callsign] [#callsign]One[/#callsign] [#callsign]One[/#callsign]']"
LSGS_SION_Ground_Control_121_7MHz_20210503_150135.wav,"['[hes] it was for [#callsign]Mosquito[/#callsign] [#callsign]One[/#callsign] [#callsign]Five[/#callsign] [#callsign]Bravo[/#callsign]', 'yes [#callsign]Mosquito[/#callsign] [#callsign]One[/#callsign] [#callsign]Five[/#callsign] [#callsign]Bravo[/#callsign] are you [#value]turning[/#value] [#value]base[/#value] [#value]now[/#value]', '[#value]turning[/#value] [#value]base[/#value] [#value]now\xa0[/#value] [#callsign]Mosquito[/#callsign] [#callsign]One[/#callsign] [#callsign]Five[/#callsign] [#callsign]Bravo[/#callsign]', 'Sierra(Sie-) [#callsign]Sierra[/#callsign] [#callsign]Golf[/#callsign] [#callsign]Kilo\xa0[/#callsign] [#unnamed]stop[/#unnamed] [#unnamed]please[/#unnamed] [#command]hold[/#command] [#command]position[/#command] [#unnamed]sorry[/#unnamed] [#unnamed]sir[/#unnamed] [#command]hold[/#command] [#command]position[/#command] [#command]call[/#command] [#command]you[/#command] [#command]back[/#command]']"
LSGS_SION_Ground_Control_121_7MHz_20210502_061429.wav,['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]downwind[/#unnamed] [#value]two[/#value] [#value]five[/#value] [#unnamed]for[/#unnamed] [#unnamed]touch[/#unnamed] [#unnamed]and[/#unnamed] [#unnamed]go[/#unnamed]']
LKPR_RUZYNE_Radar_120_520MHz_20201025_140929.wav,"['Eurowings Seven Alfa Bravo turn right heading two one zero cleared ILS approach runway two four report established', 'heading(-ding) [hes] two one zero cleared for the ILS two four report established Eurowings Seven Alpha Bravo']"
LSZH_ZURICH_ApronS_121_75MHz_20210418_075050.wav,"[""well there's marchall on it's way and [hes] in Zurich it is handled like this all the time but it's any second with you""]"
LSZH_ZURICH_ApronS_121_75MHz_20210414_160339.wav,['I guess six three zero taxi via november echo seven hold short of runway one six']
LSGS_SION_Tower_118_3MHz_20210415_133129.wav,['Hotel Echo X-ray wind two three zero degrees six knots runway two five cleared to land']
LSGS_SION_Ground_Control_121_7MHz_20210503_142105.wav,['[#callsign]Hotel[/#callsign] [#callsign]Bravo[/#callsign] [#callsign]Kilo[/#callsign] [#callsign]Papa\xa0[/#callsign] \xa0 [#callsign]Echo[/#callsign] \xa0 \xa0 [#value]two[/#value] [#value]one[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]four[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#value]takeoff[/#value] [#command]report[/#command]\xa0 [#value]november\xa0[/#value] [#value]whiskey[/#value]']
LZIB_STEFANIK_Tower_118_3MHz_20210430_181535.wav,['Oscar Golf Echo continue to final runway two two traffic is just now before shortly before landing']
LZIB_STEFANIK_Tower_118_3MHz_20210503_204845.wav,"['Eurotrans One Three Juliett taxi to holding point runway zero four via alpha delta', 'alpha delta holding point zero four Eurotrans One Three Juliett']"
LSZB_BERN_Tower_121_0MHz_20210421_162453.wav,['Hotel Bravo Sierra Charlie Papa Berne tower is it for startup or for taxi']
LSZH_ZURICH_Tower_118_1MHz_20210424_081042.wav,['Hotel Oscar Echo the second traffic is now to overhead whiskey one oposite']
LSGS_SION_Ground_Control_121_7MHz_20210503_062134.wav,['[#callsign]Hotel[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]Yankee[/#callsign] [#unnamed]wind[/#unnamed] [#value]calm[/#value] fato [#value]two[/#value] [#value]five[/#value] [#command]landing[/#command] [#command]own[/#command] [#command]discretion[/#command]']
YSSY_SYDNEY_Tower_120_5MHz_20210429_013422.wav,"['Sydney tower good morning Jetstar Seven Forty Six established', 'Jetstar Seven Forty Six Sydney tower']"
LSGS_SION_Ground_Control_121_7MHz_20210420_151758.wav,['Hotel Echo X-ray number one runway two five']
LSZB_BERN_Tower_121_0MHz_20210414_151418.wav,['Hotel Whiskey Echo now three thousand two hundred feet and leave the command for seven thousand frequency change approved']
LZIB_STEFANIK_Approach_120_9MHz_20210426_202558.wav,['november one alpha would be more affordable Eurotrans One Three Juliett thank you']
LKPR_RUZYNE_Radar_120_520MHz_20201025_174652.wav,"['[hes] good evening Lufthansa Eight Hotel Romeo passing two thousand five hundred climbing five thousand', 'Lufthansa Eight Hotel Romeo [hes] Praha Radar good evening identified', 'climb to flight level one six zero', 'Lufthansa Eight Hotel Romeo climb flight level one six zero']"
LSGS_SION_Ground_Control_121_7MHz_20210502_070235.wav,"['[#callsign]Foxtrot[/#callsign] [#callsign]Lima[/#callsign] [#callsign]Delta[/#callsign] [#command]taxi[/#command] [#command]to[/#command] [#value]holding[/#value] [#value]point[/#value] [#value]bravo[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value]', '[noise]\xa0 [#value]point[/#value] [#value]bravo[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#callsign]Foxtrot[/#callsign] [#callsign]Lima[/#callsign] [#callsign]Delta[/#callsign]']"
LSZB_BERN_Approach_127_3MHz_20210416_132948.wav,"['Hotel Golf Yankee we appreciate the shortcut', 'Hotel Golf Yankee roger report your program in Bern']"
LSGS_SION_Ground_Control_121_7MHz_20210502_062628.wav,"['[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]number[/#unnamed] [#unnamed]one[/#unnamed] [#command]report[/#command] [#value]final[/#value]', '[#unnamed]number[/#unnamed] [#unnamed]one[/#unnamed] [#command]report[/#command] [#value]final[/#value] [#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign]']"
LKPR_RUZYNE_Radar_120_520MHz_20201028_072404.wav,"['Oscar Kilo Tango Oscar Papa proceed direct Lanux', '[hes] direct Lanux Oscar Kilo Tango Oscar Papa']"
LSZH_ZURICH_Tower_118_1MHz_20210413_080112.wav,['wind check for runway one four three four degrees two knots']
LSGS_SION_Ground_Control_121_7MHz_20210504_070942.wav,['[#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]One[/#callsign] [#callsign]Three[/#callsign] [#unnamed]Sion[/#unnamed] [#unnamed]ground[/#unnamed] [#unnamed]hello[/#unnamed] [#unnamed]again[/#unnamed] [#command]taxi[/#command] [#value]approved[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210505_143351.wav,"['[#command]takeoff[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [hes] [#value]seven[/#value] [#value]miles[/#value] [#value]from[/#value] [#value]Sion[/#value] [#value]maximum[/#value] [#value]one[/#value] [#value]one[/#value] [#value]thousand[/#value] [#value]feet[/#value] [#callsign]Vista[/#callsign] [#callsign]Jet\xa0[/#callsign] [#callsign]Four[/#callsign] [#callsign]Six[/#callsign] [#callsign]Seven[/#callsign]', '[#callsign]Vista[/#callsign] [#callsign]Jet[/#callsign] [#callsign]Four[/#callsign] [#callsign]Six[/#callsign] [#callsign]Seven[/#callsign]']"
LSZB_BERN_Tower_121_0MHz_20210413_132431.wav,"['[hes ] we have the traffic in sight Rega One Zero we leave the control zone [NE German] schöne namittag [/NE]', 'Rega One Zero frequency change approved [NE German] schöne nami [/NE]']"
LSZB_BERN_Tower_121_0MHz_20210413_133125.wav,['Hotel Golf Sierra roger I understood [hes] one touch and go than one circuit again touch and go then whiskey']
LSGS_SION_Ground_Control_121_7MHz_20210503_160018.wav,['[#callsign]Four[/#callsign] [#callsign]Two[/#callsign] [#callsign]Six[/#callsign] [#command]redue[/#command] \xa0 [#value]two[/#value] [#value]by[/#value] [#value]five[/#value]']
LSGS_SION_Ground_Control_121_7MHz_20210502_145713.wav,"['[#callsign]Nine[/#callsign] [#callsign]Juliett[/#callsign] [#callsign]Lima[/#callsign] [#value]three[/#value] [#value]miles[/#value] [#value]final[/#value] [#value]departure[/#value]', '[#callsign]Nine[/#callsign] [#callsign]Juliett[/#callsign] [#callsign]Lima[/#callsign] [#unnamed]wind[/#unnamed] [#value]two[/#value] [#value]four[/#value] [#value]zero[/#value] [#value]degrees[/#value] [#value]one[/#value] [#value]seven[/#value] [#value]knots[/#value] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command]', '[#value]runway[/#value] [#value]two[/#value] [#value]five[/#value] [#command]cleared[/#command] [#command]to[/#command] [#command]land[/#command] [#callsign]Nine[/#callsign] [#callsign]Juliett[/#callsign] [#callsign]Lima[/#callsign]']"
LSZH_ZURICH_Tower_118_1MHz_20210414_142643.wav,"['[#callsign]Swiss[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#callsign]Eight[/#callsign] [#callsign]Romeo[/#callsign] can we [#command]vacate[/#command] [#value]via[/#value] [#value]\xa0hotel\xa0[/#value] [#value]two[/#value]', '[#callsign]Swiss[/#callsign] [#callsign]Two[/#callsign] [#callsign]One[/#callsign] [#callsign]Eight[/#callsign] [#callsign]Romeo\xa0[/#callsign] [#command]affirm[/#command] [#command]vacated[/#command] [#value]as[/#value] [#value]convenient[/#value]']"
LSZH_ZURICH_Tower_118_1MHz_20210416_130649.wav,"[""[#callsign]Hotel[/#callsign] [#callsign]Bravo[/#callsign] [#callsign]Papa[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]Delta[/#callsign] [#value]unknown[/#value] [#value]VFR[/#value] [#value]traffic[/#value] [#value]without[/#value] [#value]altitude[/#value] [#value]indications[/#value] [#value]twelve[/#value] [#value]o'clock[/#value] [#value]two[/#value] [#value]miles[/#value] [#value]crossing[/#value] [#value]left[/#value] [#value]to[/#value] [#value]right[/#value]""]"
LZIB_STEFANIK_Tower_118_3MHz_20210425_120446.wav,['taxi holding point three one via Foxtrot cross runway zero four Slovak Government Zero Zero Four']
LSGS_SION_Ground_Control_121_7MHz_20210503_141714.wav,"['[#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]Six[/#callsign] [#callsign]Six[/#callsign] [#command]final[/#command] [#value]runway[/#value] [#value]two[/#value] [#value]five[/#value]', '[#unnamed]thank[/#unnamed] [#unnamed]you[/#unnamed] [#unnamed]sir[/#unnamed] [#command]continue[/#command] [#command]approach[/#command]', '[#command]continue[/#command] [#command]approach[/#command] [#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]Six[/#callsign] [#callsign]Six[/#callsign]']"
YSSY_SYDNEY_Tower_120_5MHz_20210503_055244.wav,['tower Bauhinia Two Zero One Seven established ILS three four left']
LKPR_RUZYNE_Tower_134_560MHz_20201028_111034.wav,"['Emirates One Three Nine taxi via foxtrot cross runway one two golf juliett stand one four alpha', 'taxi via foxtrot cross runway one two [hes] golf juliett stand one four alpha Emirates One Three Nine']"
LSGS_SION_Ground_Control_121_7MHz_20210420_142949.wav,['One Zero One Two runway two seven bye bye']
LSGS_SION_Ground_Control_121_7MHz_20210422_083102.wav,"['Hotel Foxtrot Oscar Echo One at six thousand feet', 'Foxtrot Oscar report echo two for runway two five']"
LSZH_ZURICH_ApronS_121_75MHz_20210414_162243.wav,"['Hotel Bravo Kilo Hotel Romeo apron hello QNH one zero two four taxi to holding position papa one', ""and report ready for departure once your're clear after inbound Hotel Delta Lima""]"
LSZB_BERN_Tower_121_0MHz_20210424_075638.wav,"['Hotel [hes] Golf Papa is calling confirm', 'ja that is copied roger hold position']"
LZIB_STEFANIK_Tower_118_3MHz_20210502_141218.wav,"['Stefanik tower [NE Slovak] pekné popoludnie [/NE] Tatra Six One Three establish ILS three one', 'Tatra Six One Three [NE Slovak] dobré popoludnie [/NE] Stefanik tower runway three one cleared to land wind three zero zero degrees one niner knots maximum three three knots', 'runway [hes] three one clear to land Tatra Six One Three', '[noise] and after landing vacate via delta', 'after landing via delta Six One Three']"
LSZB_BERN_Approach_127_3MHz_20210415_120016.wav,['Hotel November X-ray ninty five crossing is approved QNH one zero two two']
LSZB_BERN_Approach_127_3MHz_20210414_155314.wav,['Hotel Echo Lima frequency change approved thank you good bye']
LKTB_BRNO_Tower_119_605MHz_20201029_180205.wav,['Oscar Kilo Charlie Alfa Papa if able increase speed [hes] approaching traffic']
LSGS_SION_Ground_Control_121_7MHz_20210502_065626.wav,"['[#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign] [#unnamed]number[/#unnamed] [#unnamed]one[/#unnamed] [#command]report[/#command] [#value]final[/#value]', '[#unnamed]number[/#unnamed] [#unnamed]one[/#unnamed] [#command]report[/#command] [#value]final[/#value] \xa0[#callsign]Hotel[/#callsign] [#callsign]Echo[/#callsign] [#callsign]X-ray[/#callsign]']"
YSSY_SYDNEY_Tower_120_5MHz_20210502_034700.wav,"['good day\xa0 Qantas Nine Ninety Four', 'Qantas Nine Ninety Four tower good day']"
LZIB_STEFANIK_Tower_118_3MHz_20210505_120635.wav,"['November Four Niner X-ray Lima taxi via delta line up zero four report ready', 'via delta line up zero four call you when ready November Four Niner X-ray Lima']"
LSZH_ZURICH_Tower_118_1MHz_20210412_163642.wav,"['Air Nostrum Seven Eight Juliett Mike direct hello wind one eight zero degrees four knots runway one four cleared to land', 'cleared to land one four Air Nostrum Seven Eight Juliett Mike']"
LSGS_SION_Ground_Control_121_7MHz_20210422_155828.wav,"['and Sion Tower the Hotel X-ray Quebec we just continue toward the Grande Dixence', 'Hotel X-ray Quebec roger frequency change approved talk to you later']"
LSZB_BERN_Approach_127_3MHz_20210425_162033.wav,['Hotel Delta Lima via bravo then taxi your discretion blue sector if it is full green four is available']
LSGS_SION_Ground_Control_121_7MHz_20210504_062720.wav,"['[#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]Six[/#callsign] [#callsign]Five[/#callsign] [#unnamed]Sion[/#unnamed] [#unnamed]Tower[/#unnamed] [#unnamed]good[/#unnamed] [#unnamed]morning[/#unnamed] [#unnamed]air[/#unnamed] [#unnamed]taxi[/#unnamed] [#value]holding[/#value] [#value]point[/#value]', '[#value]golf[/#value] [#value]runway[/#value] [#value]zero[/#value] [#value]seven[/#value] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]one[/#value] [#value]eight[/#value]', '[#command]instruction[/#command] [#value]golf[/#value] [#value]runway[/#value] [#value]zero[/#value] [#value]seven[/#value] [#unnamed]QNH[/#unnamed] [#value]one[/#value] [#value]zero[/#value] [#value]one[/#value] [#value]eight[/#value] [#callsign]Tango[/#callsign] [#callsign]Three[/#callsign] [#callsign]Six[/#callsign] [#callsign]Five[/#callsign]']"
LKPR_RUZYNE_Radar_120_520MHz_20201028_151125.wav,"['CSA One Delta Zulu descend flight level one hundred no speed restrictions', 'descending flight level one hundred [HES] free speed CSA One Delta Zulu']"
LSGS_SION_Ground_Control_121_7MHz_20210502_114312.wav,['[#callsign]November[/#callsign] [#callsign]Hotel[/#callsign] [#callsign]Juliett[/#callsign] [#command]vacate[/#command] [#command]next[/#command] [#command]left[/#command] [#value]intersection[/#value] [#value]golf[/#value] [#command]and[/#command] [#command]then[/#command] [#command]taxi[/#command] [#command]to[/#command] [#value]holding[/#value] [#value]point[/#value] [#value]delta[/#value]']
LSZH_ZURICH_Tower_118_1MHz_20210413_040538.wav,['Swiss Two Eight Nine the wind three two zero degrees three knots runway one four you are cleared to land']
